Title,Schedule,Description,Location,Phone,Email,Website
Leigh Central Community Pre-School,N/A,Leigh Central Community Pre-school was established over 20 years ago providing a high quality early years’ experience. We offer term time 15 and 30 hours funded places for children aged 3 to 4 years. Pre-school operates in line with the same term time dates as…,"Windermere Road, Leigh, Lancashire, Lancashire, WN7 1UY, 01942 260628 option 3",N/A,N/A,N/A
Leigh Central Community Primary School,N/A,"As a school, we believe in the value of each and every individual child who comes through our doors. We strive to ensure that everyone who becomes a member of our school community, adult or child, feels both valued and respected and knows the contribution…","Windermere Road, Leigh, WN7 1UY, (01942) 673810",N/A,N/A,N/A
Leigh South Community Nursery,N/A,"Leigh Community Nursery offers a safe, homely environment with a large outdoor play space in which children can learn. Our care and learning is tailored to each child's individual needs and we maintain high staff:child ratios to ensure positive relationships can be built.  Our staff…","Community Centre, Hope Carr Road, Leigh, WN7 3ET, 07804407919",N/A,N/A,N/A
Leigh St John's CE Primary,N/A,"Formally known as St. John's C.E. Infant School, we have a long, proven tradition of educating children and young people in the Leigh area. Having originally opened in 1889 as an Infant School, St. John's has flourished into an 'Outstanding' (OFSTED 2019) primary school. In September 2016, after an…","Kirkhall Lane, Leigh, LEIGH, LANCASHIRE, WN7 1RY, 01942 672825",N/A,N/A,N/A
Leigh St John's CE Primary School- Before and After School Care,N/A,"Leigh St John's CE Primary before and after-school care is for children who attend the school only. We are very lucky to have a very dedicated staff team at our school. We believe that our children should have the best experiences, and we ensure our…","Kirkhall Lane, Leigh, WN7 1RY, 01942 672825",N/A,N/A,N/A
Leigh St Mary's CE Primary School,N/A,Our School Motto INSPIRE: To be the best that I can be BELIEVE: To believe I can make a difference for good in this world ACHIEVE: To know I have the roots to grow and the wings to fly MISSION STATEMENT At Leigh St Mary’s Church of England…,"Walmesley Road, Leigh, WN7 1YE, 01942 673889",N/A,N/A,N/A
Leigh St Peter's CE Primary,N/A,"Leigh St Peter’s CE Primary School is a caring church school, distinguishable by our Christian Foundation. We have an ethos that is committed to high quality education for all our pupils within an inclusive and nurturing environment. We hope that all our children will leave…","Leigh Street, Leigh, WN7 4TP, 01942 671442",N/A,N/A,N/A
Leigh St Peter's CE Primary - Breakfast and After School Club,N/A,"Breakfast and after-school care is run by staff members on site. Breakfast club runs daily from 7:45am with last entry 8:30am. Children are offered breakfast and are taken through to class at the start of school time. Sessions are £1.50 per child, per morning.  After-school…","Leigh Street, Leigh, WN7 4TP, 01942 671442",N/A,N/A,N/A
Leigh St Peter's CE Primary - Nursery and Pre-school,N/A,"An exciting preschool learning experience with a qualified teacher. School based nursery/pre-school  Provision for three and four-year-olds provided by a highly qualified team, led by an outstanding, experienced teacher. Currently 15 hours free provision for everyone in Pre-school (3 and 4 years)  30 hours free provision…","Leigh Street, Leigh, LANCASHIRE, WN7 4TP, 01942 671442",N/A,N/A,N/A
Leigh St Thomas Preschool Ltd,N/A,"We welcome all children and their families and aim to provide high quality care and education for children 2 - 4 years. We have a small team of 4 full time long serving staff members who are highly qualified, experienced and dedicated - the Manager…","Leigh, Lancashire, WN7, 01942 263533",N/A,N/A,N/A
Leigh Westleigh Methodist Primary - Nursery,N/A,"Our Nursery takes children aged 2-4 years. Children become part of a wider school family where everyone feels happy, nurtured, safe and valued. Run by a teacher and teaching assistants, our aim is to give children the best possible start for the next steps in their educational journey and…","Westleigh Lane, Leigh, LEIGH, LANCASHIRE, WN7 5NJ, 01942 702967",N/A,N/A,N/A
Leigh Westleigh Methodist Primary School,N/A,"Our School Vision is: We are a loving, inclusive family, rooted in our Christian Values and nurturing ethos. We provide a positive learning environment where all children can achieve their full potential. Our school upholds a strong Christian vision that instils high aspirations and beliefs…","Westleigh Lane, Leigh, WN7 5NJ, 01942 702967",N/A,N/A,N/A
Lil Bill's Playgroup Ltd,N/A,N/A,"Bramble House, Wigan, Lancs, WN5 9QH",N/A,N/A,N/A
Lisa Smedley (ECM Childminding),N/A,"We are happy, outgoing people who love taking the children to different places to explore the environment and develop their learning and enjoyment through different areas of learning. We have a son of our own who is 8. I have worked in nurseries for 12…","Hindley, Wigan, WN2, 07756 741306",N/A,N/A,N/A
Little Acorns Day Nursery,N/A,"We are conveniently located in Wigan town centre, close to all transport links. We provide childcare from 6 weeks to 11 years and have a breakfast, after-school and holiday club servicing the local primary schools. Enclosed in our grounds we have a large, secure, soft…","Courtyard House, Dicconson Terrace, Wigan, Lancashire, WN1 2AA, 01942 732821",N/A,N/A,N/A
Little Acorns Day Nursery - Out of School Care,N/A,"Breakfast club: Parents drop off the children from 7:30am. The children are offered a selection of cereals, milk and water before walking over to the local schools with dedicated out-of-school staff. After-school club: Nursery staff collect the children from the local schools at 3:15pm. They…","Courtyard House, Dicconson Terrace, Wigan, WN1 2AA, 01942 732821",N/A,N/A,N/A
Little Acorns Day Nursery - Springfield,N/A,"Welcome to Little Acorns Day Nursery Springfield. We are a family run day nursery and after-school facility, 2nd in the family from Little Acorns Day Nursery Wigan. Our nursery group was established in July 2013. Little Acorns Day Nursery Springfield was born in April 2019.…","Throstlenest Avenue, Springfield, Wigan, WN6 7AS, 01942 565029",N/A,N/A,N/A
Little Acorns Day Nursery - Springfield - Out of School Care,N/A,N/A,"Throstlenest Avenue, Springfield, Wigan, WN6 7AS, 01942 565029",N/A,N/A,N/A
Little Acorns Hindley Green,N/A,Little Acorns is situated on the border of Hindley Green and Bickershaw in a semi-rural area which is located and linked to various primary schools and children’s centres within the local area. The nursery is positioned set back off a main road and has car park…,"74, Smiths Lane, Hindley Green, WIGAN, WN2 4XR, 01942 259 870",N/A,N/A,N/A
Little Angels Day Nursery,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of our staff are highly experienced and have worked in the…","Talbot Street, Golborne, Warrington, WA3 3NN, 01942 777616",N/A,N/A,N/A
Little Angels Pre-school,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of our staff are highly experienced and have worked in the…","5-7, Silcock Street, Golborne, Warrington, WA3 3DG, 01942 722878 /01942 777616",N/A,N/A,N/A
Little Angels Pre-school - Out-of-School Club,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of our staff are highly experienced and have worked in the…","5-7, Silcock Street, Golborne, WARRINGTON, WA3 3DG, 01942 722878 /01942 777616",N/A,N/A,N/A
Little Angels St Thomas',N/A,"This childcare service has not yet provided details for their listing. For more information, please contact fsd@wigan.gov.uk","Church Street, Golborne, Warrington, WA3 3TH",N/A,N/A,N/A
Little Angels Under 3s Unit,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of of staff are highly experienced and have worked in the…","Silcock Street, Golborne, WARRINGTON, WA3 3DG, 01942 722878",N/A,N/A,N/A
Little Bears Standish Ltd,N/A,This childcare provider has not yet provided any details for Our Town Directory.,"234, Almond Brook Road, Standish, Wigan, Lancashire, WN6 0SS",N/A,N/A,N/A
Little Butterflies Childcare,N/A,"I provide a warm, caring and safe environment with a well equipped, spacious indoor and outdoor area. I offer a fun and friendly, home-from-home setting where children can thrive, learning through play. We like to bake, paint, create arts and crafts, play games and enjoy…","Winstanley, Wigan, WN3, 07793012550",N/A,N/A,N/A
Little Dots Childminding,N/A,Ofsted registered Childminder  Qualifications:  -DBS checked  -Introductory Childminding course -Level 2 supporting teaching and learning -Paediatric First Aid -Autism Awareness -Designated safeguarding lead -Food Safety level 2 -Child Attachment CPD,"Leigh, WN7",N/A,N/A,N/A
Little Dragons' Nursery at Atherton St George's CE Primary School,N/A,"Little Dragons' Nursery is based within Atherton St George's CE Primary School in Atherton, situated in the heart of the community, and has the benefit of being part of The Wings' CE Trust. As a pre-school we believe that we are privileged to be entrusted with…","Derby Street, Atherton, MANCHESTER, LANCASHIRE, M46 0HJ, 01942 883971, enquiries@admin.saintgeorges.wigan.sch.uk",N/A,N/A,N/A
